company_name,cin,other_name,other_cin
IMERYS PERFORMANCE AND FILTRATION MINERALS PRIVATE LIMITED,U14200MH2002PTC217789,CALDERYS INDIA PRIVATE LIMITED;IMERYS PERFORMANCE AND FILTRATIONMINERALS PRIVATE LIMITED;L.R. REFRACTORIES INDIA PRIVATE LIMITED,U14200TS2002PTC207378
IMERYS PERFORMANCE AND FILTRATION MINERALS PRIVATE LIMITED,U14200MH2002PTC217789,CALDERYS INDIA PRIVATE LIMITED;IMERYS PERFORMANCE AND FILTRATIONMINERALS PRIVATE LIMITED;L.R. REFRACTORIES INDIA PRIVATE LIMITED,
CALDERYS STEELCASTING INDIA PRIVATE LIMITED,U74999WB1999PTC089855,CALDERYS STEELCASTING INDIA PRIVATELIMITED;IMERYS STEELCASTING INDIA PRIVATE LIMITED;IMERYS STEELCASTING INDIA PRIVATELIMITED;STOLLBERG INDIA PRIVATE LIMITED,
CALIBEHR BUSINESS SUPPORT SERVICES PRIVATE LIMITED,U72300MH2006PTC162775,CALIBEHR BUSINESS SUPPORT SERVICESPRIVATE LIMITED;CALIBEHR HUMAN CAPITAL SERVICES PRIVATE LIMITED;CALIBEHR HUMAN CAPITAL SERVICES PRIVATELIMITED;PENTA CORPORATE SERVICES PRIVATE LIMITED,
CALIBRATED HEALTHCARE SYSTEMS INDIA PRIVATE LIMITED,U72900DL2003PTC123418,CALIBRATED HEALTHCARE SYSTEMS INDIAPRIVATE LIMITED,
CALTECH POLYMERS PRIVATE LIMITED,U24134KL1994PTC007912,CALIFER POLYMERS PVT LTD,
TIETOEVRY INDIA PRIVATE LIMITED,U72900PN2007PTC169538,CALIPPUS TECH (INDIA) PRIVATE LIMITED;SOFTINN SOFTWARE SERVICES PRIVATE LIMITED;SOFTINN SOFTWARE SERVICES PRIVATELIMITED;TIETO INDIA PRIVATE LIMITED,U72900KA2007PTC042642
CALLEIS INFRASTRUCTURE PRIVATE LIMITED,U70101DL2011PTC218651,Calleis Infrastructure Private Limited,
CALLIDUSCLOUD (INDIA) PRIVATE LIMITED,U74130TG2008PTC099515,CallidusCloud (India) Private Limited;CallidusCloud India Private Limited;OJOIN MARKETING (INDIA) PRIVATE LIMITED,U74130KA2008PTC045114
CALLISONS FLAVORS (INDIA) PRIVATE LIMITED,U15110PN2017FTC191015,CALLISONS FLAVORS (INDIA) PRIVATELIMITED,U15110MH2017FTC294411
CALLISTA REALTY LIMITED,U45200MH2011PLC224438,CALLISTA REALTY PRIVATE LIMITED,U45200MH2011PTC224438
GEO CONNECT LIMITED,U74899DL1999PLC101065,CALLNET INDIA LIMITED,
KARMANYA EDUCATION FOUNDATION,U74999DL2005NPL134403,CALOREX EDUCATION AND RESEARCH FOUNDATION;CALORX EDUCATION AND RESEARCH FOUNDATION,
SURANGI SERVICES LIMITED,U27101DL1993PLC055870,CALOREX INDIA LTD.;CALORX (INDIA) LIMITED;CALORX INDIA LIMITED;SURANGI SERVICES LIMTED,
ALTUS LEARNING PRIVATE LIMITED,U80904DL2008PTC183919,CALORX EDUCATION COMPANY PRIVATE LIMITED,
UVJ TECHNOLOGIES PRIVATE LIMITED,U72200KL2003PTC016041,CALPINE TECHNOLOGIES PRIVATE LIMITED,
CALPRO SPECIALITIES PRIVATE LIMITED,U74899HR1989PTC045037,CALPRO FOODS PRIVATE LIMITED,
CALSONIC KANSEI MOTHERSON AUTO PRODUCTS PRIVATE LIMITED,U34102DL2007PTC168779,CALSONIC KANSEI MOTHERSON AUTO PRODUCTS LIMITED;CALSONIC KANSEI MOTHERSON AUTO PRODUCTS PRIVATE LI MITED;CALSONIC KANSEI MOTHERSON AUTO PRODUCTS Private Limited;CALSONIC KANSEI MOTHERSON AUTO PRODUCTSPRIVATE LIMITED,U34102DL2007PLC168779
CASAGRAND MAGNUM PRIVATE LIMITED,U74110TN1998PTC039803,CALTEX GAS INDIA PRIVATE LIMITED;CALTEX SPIC INDIA PRIVATE LIMITED;SHV LPG INDIA PRIVATE LIMITED,U23203TN1998PTC039803
PVH ARVIND FASHION PRIVATE LIMITED,U52190GJ2011PTC084513,CALVIN KLEIN ARVIND FASHION PRIVATE LIMITED;CALVIN KLEIN ARVIND FASHION PRIVATELIMITED;PREMIUM GARMENTS RETAIL PRIVATE LIMITED;Premium Garments Wholesale Trading Private Limited;PREMIUM GARMENTS WHOLESALE TRADINGPRIVATE LIMITED,U52190MH2011PTC215598
ADENZA INDIA PRIVATE LIMITED,U72200MH2006PTC163566,CALYPSO TECHNOLOGY INDIA PRIVATE LIMITED,
CALYX CHEMICALS AND PHARMACEUTICALS LIMITED,U24220MH1986PLC038618,CALYX CHEMICALS AND PHARMACEUTICALS PRIVATE LIMITED;CALYX CHEMICALS AND PHARMACEUTICALSLIMITED;CALYX HEALTH SCIENCES PRIVATE LIMITED C/N,
CALYX CONTAINER TERMINALS PRIVATE LIMITED,U63090MH2006PTC166145,CALYX CONTAINER TERMINAL PRIVATE LIMITED;CALYX CONTAINER TERMINALS PRIVATELIMITED,
CAMAC COMMERCIAL COMPANY LIMITED,L70109DL1980PLC169318,CAMAC COMMERICIAL COMPANY LTD,
CAMART FINANCE LIMITED,U65923MH1992PLC068181,CAMART AGENCIES LIMITED;CAMART INDUSTRIES LIMITED;CAMART INVESTMENTS LTD.,U67120MH1992PLC068181
CAMBIUM NETWORKS PRIVATE LIMITED,U74990KA2012PTC085236,Cambium Networks Consulting Private Limited;CAMBIUM NETWORKS CONSULTING PRIVATELIMITED,U74990MH2012PTC226886
LONZA INDIA PRIVATE LIMITED,U24230HR1999PTC095355,CAMBREX CHEMICALS PRIVATE LIMITED;CAMBREX INDIA PRIVATE LIMITED,U24230MH1999PTC117983
XCHANGING SOLUTIONS LIMITED,L72200KA2002PLC030072,CAMBRIDGE SOLUTIONS LIMITED;SCANDENT SOLUTIONS CORPORATION LIMITED;SCANDENT SOLUTIONS CORPORATION PRIVATE,
CAMBRIDGE UNIVERSITY PRESS & ASSESSMENT INDIA PRIVATE LIMITED,U22122DL2004PTC124758,CAMBRIDGE UNIVERSITY PRESS & ASSESSMENTINDIA PRIVATE LIMITED;CAMBRIDGE UNIVERSITY PRESS INDIA PRIVATE LIMITED;FOUNDATION BOOKS PRIVATE LIMITED,
CAMEL FOODS PRIVATE LIMITED,U65923DL1993PTC148267,CAMEL FOODS PVT LTD.,U65923UP1993PTC222898
DAFFODIL HOTELS PRIVATE LIMITED,U55101DL2011PTC224114,CAMELLIA ENTERTAINMENT PRIVATE LIMITED;Daffodil Hotels Private Limited,
CAMERON MANUFACTURING (INDIA) PRIVATE LIMITED,U29120TZ2001PTC009632,CAMERON MANUFACTURING (INDIA) PRIVATELIMITED;CAMERON MANUFACTURING INDIA PRIVATE LIMITED;NUTRON MANUFACTURERS INDIA PRIVATE LIMITED,
CAMIONS LOGISTICS SOLUTIONS PRIVATE LIMITED,U74999HR2015PTC082722,CAMIONS LOGISTICS SOLUTIONS PRIVATELIMITED,U52219HR2015PTC082722;U74999DL2015PTC283391
CAMIONS LOGISTICS SOLUTIONS PRIVATE LIMITED,U74999HR2015PTC082722,CAMIONS LOGISTICS SOLUTIONS PRIVATELIMITED,U74999DL2015PTC283391
CAFCO CONSULTANTS LIMITED,U67120MH1987PLC042944,"CAMLIN ART INVESTMENT AND FINANCE CO.PVT LTD.,",
KOKUYO CAMLIN LIMITED,L24223MH1946PLC005434,CAMLIN LIMITED,
CAMLINK CONSULTANTS PRIVATE LIMITED,U65990MH1987PTC042943,"CAMLINK INVESTMENTS AND FINANCE PVT LTD.,",
CDM SMITH GLOBAL SERVICES PRIVATE LIMITED,U74210TN1993PTC025679,CAMP DRESSER  MCKEE INDIA PRIVATE LIMITED;CAMP DRESSER & MCKEE (INDIA) PRIVATE LIMITED;CDM SMITH GLOBAL SERVICES PRIVATELIMITED,
BHAANE RETAIL PRIVATE LIMITED,U18209DL2020PTC361410,CAMP INDIA PRIVATE LIMITED;PPH FASHION PRIVATE LIMITED,
GUPTA SOLVENT PRIVATE LIMITED,U15137MP2007PTC031418,CAMPBELL COMMOTRADE PRIVATE LIMITED,
ORIENTAL AROMATICS LIMITED,L17299MH1972PLC285731,CAMPHOR AND ALLIED PRODUCTS LTD,L17299GJ1972PLC011626;U24240MH1973PLC016382
CAMPSAFE VENTURES PRIVATE LIMITED,U55101TZ2020PTC034002,CAMPSAFE ADVENTURES PRIVATE LIMITED,
TEMPLETON STOCKGROWTH PRIVATE LIMITED,U67120DL2008PTC178016,CAMPUS BUILDCON PRIVATE LIMITED,
CAMPUS GROUP EDUCATION (INDIA) PRIVATE LIMITED,U80302HR2000PTC079820,CAMPUS GROUP EDUCATION (INDIA) PRIVATELIMITED;CAMPUS GROUP EDUCATION INDIA PRIVATE LIMITED,U80302RJ2000PTC016668
ANTHOLOGY INTERNATIONAL PRIVATE LIMITED,U74900KA2015FTC079859,Campus Management International Private Limited;CAMPUS MANAGEMENT INTERNATIONAL PRIVATELIMITED,
CAMPUS STUDENTS COMMUNITIES PRIVATE LIMITED,U74999KA2016PTC094959,CAMPUS STUDENT COMMUNITIES PRIVATE LIMITED;CAMPUS STUDENT COMMUNITIES PRIVATELIMITED;CAMPUS STUDENTS COMMUNITIES PRIVATELIMITED,
CAMS FINANCIAL INFORMATION SERVICES PRIVATE LIMITED,U74999TN2016PTC112657,CAMS FINANCIAL INFORMATION SERVICESPRIVATE LIMITED,
CAMS INSURANCE REPOSITORY SERVICES LIMITED,U74900TN2011PLC080610,CAMS INSURANCE REPOSITORY SERVICESLIMITED;CAMS REPOSITORY SERVICES LIMITED,
CAMSON BIO TECHNOLOGIES LIMITED,L85110KA1993PLC014944,CAMSON TECHNOLOGIES LIMITED,
TELECOM FINANCE (INDIA) LIMITED,U71290DL1989PLC035386,CAN FINANCE AND LEASING PVT LTD;TELECOM FINANCE INDIA LIMITED,
CANPACK INDIA PRIVATE LIMITED,U52390MH2007PTC176188,Can-Pack India Private Limited,
CANADIAN INTERNATIONAL SCHOOL PRIVATE LIMITED,U80211KA2003PTC032185,CANADIAN INTERNATIONAL SCHOOL PRIVATELIMITED,
CANARA HSBC LIFE INSURANCE COMPANY LIMITED,U66010DL2007PLC248825,CANARA HSBC LIFE INSURANCE COMPANYLIMITED;CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURAN CE COMPANY LIMITED;CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE COMPANY LIMITED;CANARA HSBC ORIENTAL BANK OF COMMERCELIFE INSURANCE COMPANY LIMITED,L66010DL2007PLC248825;U66010DL2007PLC248825
CANARA ROBECO ASSET MANAGEMENT COMPANY LIMITED,L65990MH1993PLC071003,CANARA ROBECO ASSET MANAGEMENT COMPANYLIMITED;CANBANK INVESTMENT MANAGEMENT SERVICES LTD,L65990MH1993PLC071003;U65990MH1993PLC071003
CANARA ROBECO ASSET MANAGEMENT COMPANY LIMITED,L65990MH1993PLC071003,CANARA ROBECO ASSET MANAGEMENT COMPANYLIMITED;CANBANK INVESTMENT MANAGEMENT SERVICES LTD,U65990MH1993PLC071003
ACCELYA SERVICES INDIA PRIVATE LIMITED,U74999PN2016FTC193451,CANARY TRAVEL AND LOGISTICS SOLUTIONS PRIVATE LIMITED;CANARY TRAVEL AND LOGISTICS SOLUTIONSPRIVATE LIMITED,U74999MH2016FTC286163
CANARYS AUTOMATIONS LIMITED,L31101KA1991PLC012096,CANARYS AUTOMATIONS Private LIMITED,U31101KA1991PTC012096
CANARYS AUTOMATIONS LIMITED,L31101KA1991PLC012096,CANARYS AUTOMATIONS Private LIMITED,U31101KA1991PTC012096;U31101KA1991PLC012096
CANCYTE TECHNOLOGIES PRIVATE LIMITED,U73100KA2013PTC068046,Cancyte Technologies Private Limited,
CANDOR GURGAON ONE REALTY PROJECTS PRIVATE LIMITED,U00500MH2005PTC281177,CANDOR GURGAON ONE REALTY PROJECTSPRIVATE LIMITED;UNITECH REALTY PROJECTS LIMITED;UNITECH REALTY PROJECTS Private Limited,U00500DL2005PLC140532;U00500DL2005PTC140532
CANDOR KOLKATA ONE HI-TECH STRUCTURES PRIVATE LIMITED,U74899MH2005PTC281224,CANDOR KOLKATA ONE HI-TECH STRUCTURES PRIVATE LIMI TED;CANDOR KOLKATA ONE HI-TECH STRUCTURESPRIVATE LIMITED;UNITECH HI-TECH STRUCTURES LIMITED;UNITECH HI-TECH STRUCTURES Private Limited,U74899DL2005PLC141674;U74899DL2005PTC141674
SUPREEM PHARMACEUTICALS MYSORE PRIVATE LIMITED,U24231KA1996PTC020988,CANDOR LABS PRIVATE LIMITED.;Supreem Pharmaceuticals Mysore Private Limited;SUPREEM PHARMACEUTICALS MYSORE PRIVATELIMITED,
RAIGAON SUGAR AND POWER LIMITED,U15421PN2012PLC142282,CANE AGRO SUGAR & POWER LIMITED;Raigaon Sugar and Power Limited,
SHRIRAM AUTOMOTIVE PRODUCTS LTD,U34300DL1982PLC014285,CANIND SALES PVT LTD,
CANNON DESIGN INTERNATIONAL PRIVATE LIMITED,U74210MH2008PTC184874,Cannon Design International Private Limited;CANNON DESIGN INTERNATIONAL PRIVATELIMITED,
JUBILANT AGRI AND CONSUMER PRODUCTS LIMITED,U52100UP2008PLC035862,CANONICAL INFOTECH SOLUTIONS PRIVATE LIMITED;JUBILANT AGRI AND CONSUMER PRODUCTS PRIVATE LIMITED;JUBILANT AGRI AND CONSUMER PRODUCTSLIMITED;JUBILANT AGRI AND RETAIL PRIVATE LIMITED,L52100UP2008PLC035862;U52100UP2008PLC035862
CANTABIL RETAIL INDIA LIMITED,L74899DL1989PLC034995,CANTABIL RETAIL INDIA PRIVATE LIMITED;KAPISH PRODUCTS PRIVATE LIMITED;KAPISH SALES PVT LTD,
SWARNSRI GOLD & DIAMONDS PRIVATE LIMITED,U27100MH2007PTC285884,CANTER VINIMAY PRIVATE LIMITED;SAMBHAV GOLD PRIVATE LIMITED,U27100WB2007PTC113400
ASF INSIGNIA SEZ PRIVATE LIMITED,U45201DL2005PTC140408,CANTON BUILDWELL PRIVATE LIMITED,
R K MARBLE & GRANITE PRIVATE LIMITED,U14103RJ2005PTC021575,CANVAS STONE PRIVATE LIMITED,
CAPACIT'E INFRAPROJECTS LIMITED,L45400MH2012PLC234318,CAPACIT'E INFRAPROJECTS PRIVATE LIMITED;CAPACITE INFRAPROJECTS LIMITED,U45400MH2012PLC234318;U45400MH2012PTC234318
MUZCOVITE CONSTRUCTIONS PRIVATE LIMITED,U70100MH2014PTC253325,Capacity Projects Private Limited;GUPTA JAIN CONSTRUCTIONS AND PRECAST PRIVATE LIMITED;GUPTA JAIN CONSTRUCTIONS AND PRECAST PRIVATE LIMTED;Hi Build Constructions and Precast Private Limited,
MYTRAH ENERGY (INDIA) PRIVATE LIMITED,U40108TG2009PTC065804,CAPARO ENERGY (INDIA) LIMITED;MYTRAH ENERGY (INDIA) LIMITED;MYTRAH ENERGY INDIA LIMITED,U40108AP2009PLC065804;U40108TG2009PLC065804
CAPARO ENGINEERING INDIA LIMITED,U74101DL2000PLC105609,CAPARO ENGINEERING INDIA PRIVATE LIMITED,
CAPARO MI STEEL PROCESSING PRIVATE LIMITED,U34300DL2007PTC158139,CAPARO MI STEEL PROCESSING PRIVATELIMITED,
CAPCO TECHNOLOGIES PRIVATE LIMITED,U72200KA2008PTC046855,Capco Technologies Private Limited,
CAPE ELECTRIC PRIVATE LIMITED,U31500TN2011PTC080681,Cape Electric Private Limited,
CAPER INDIA PRIVATE LIMITED,U01100MH1993PTC074678,CAPER COURIER P LTD,U64120MH1993PTC074678
CAPFLOAT FINANCIAL SERVICES PRIVATE LIMITED,U65993KA1993PTC074590,CAPFLOAT FINANCIAL SERVICES PRIVATELIMITED;ZEN LEFIN PVT LTD,U65993WB1993PTC060354
CAPGEMINI BUSINESS SERVICES (INDIA) PRIVATE LIMITED,U15491MH1927PTC136604,CAPGEMINI BUSINESS SERVICES (INDIA) LIMITED;CAPGEMINI BUSINESS SERVICES (INDIA) PRIVATE LIMITE D;CAPGEMINI BUSINESS SERVICES (INDIA)PRIVATE LIMITED;Capgemini Business Services India Private Limited;INDIGO LEVER SHARED SERVICES LIMITED. [C/N];UNILEVER INDIA SHARED SERVICES LIMITED,U15491MH1927PLC136604
CAPGEMINI IT SOLUTIONS INDIA PRIVATE LIMITED,U74995MH2018FTC330429,CAPGEMINI IT SOLUTIONS INDIA PRIVATELIMITED;RAELLE CYBER SOLUTIONS PRIVATE LIMITED,U74995DL2018FTC331620
CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,U85110PN1993PLC145950,CAPGEMINI TECHNOLOGY SERVICES INDIALIMITED;IGATE GLOBAL SOLUTIONS LIMITED;MASCOT SYSTEMS LIMITED ISC,
CAPILLARY TECHNOLOGIES INDIA LIMITED,U72200KA2012PLC063060,CAPILLARY TECHNOLOGIES INDIA PRIVATE LIMITED;CAPILLARY TECHNOLOGIES INDIA PRIVATELIMITED;KHARAGPUR TECHNOLOGIES PRIVATE LIMITED,U72200KA2012PTC063060
CAPITA INDIA PRIVATE LIMITED,U93090MH2006PTC166414,Capita India Private Limited;CAPITA OFFSHORE BUSINESS SERVICES PRIVATE LIMITED;ESSENCE INFOTECH PRIVATE LIMITED,
CAPITAL BUSINESS MACHINES PRIVATE LIMITED,U74899DL1974PTC007271,CAPITAL BUSINESS MACHINES PRIVATELIMITED;KHURANA BROTHERS PRIVATE LIMITED,
CAPITAL BUSINESS SYSTEMS PRIVATE LIMITED,U74100DL1974PTC007505,CAPITAL BUSINESS SYSTEM LTD;CAPITAL BUSINESS SYSTEMS LIMITED;CAPITAL BUSINESS SYSTEMS Private Limited,U74100DL1974PLC007505
CHD DEVELOPERS LIMITED,L74899DL1990PLC041188,CAPITAL DEVELOPERS PVT.LTD.;CAPITAL HOTELS AND DEVELOPERS LIMITED,
CAPITAL FIRST HOME FINANCE LIMITED,U65192MH2010PLC211307,CAPITAL FIRST HOME FINANCE Limited;CAPITAL FIRST HOME FINANCE PRIVATE LIMITED;FUTURE CAPITAL HOME FINANCE PRIVATE LIMITED,U65192MH2010PTC211307
CAPITAL FOODS PRIVATE LIMITED,U51219MH2003PTC142121,CAPITAL FOODS EXPORTTS PRIVATE LIMITED,
ANMOL SPINTEX PRIVATE LIMITED,U55101GJ2001PTC082661,CAPITAL HOSPITALITY PRIVATE LIMITED,U55101DL2001PTC110846
CAPITAL MARKET PUBLISHERS INDIA PRIVATE LIMITED,U22200MH1985PTC038052,CAPITAL MARKET PUBLISHERS INDIA PRIVATELIMITED;INVESTWEL PUBLISHERS PVT LTD,
CAPITAL ONE HOUSING & INFRASTRUCTURE DEVELOPMENT PRIVATE LIMITED,U45209TN2009PTC070778,CAPITAL ONE HOUSING  INFRASTRUCTURE DEVELOPMENT PRIVATE LIMITED;CAPITAL ONE HOUSING & INFRASTRUCTURE DEVELOPMENT P RIVATE LIMITED;CAPITAL ONE HOUSING & INFRASTRUCTUREDEVELOPMENT PRIVATE LIMITED,
CAPITAL ONE SERVICES (INDIA) PRIVATE LIMITED,U74120KA2004PTC033848,CAPITAL ONE PROFESSIONAL SERVICES (INDIA) PRIVATE LIMITED;CAPITAL ONE SERVICES (INDIA) PRIVATELIMITED;CAPITAL ONE SERVICES INDIA PRIVATE LIMITED,
GAURANG PRODUCTS PRIVATE LIMITED,U74899DL1970PTC005226,CAPITAL PAPER MILLS PVT LTD,
CAPITAL RECORD CENTRE PRIVATE LIMITED,U74120DL2008PTC186095,Capital Record Centre Private Limited,
ISOFT TECHNOLOGIES PRIVATE LIMITED,U74899DL1995PTC070562,CAPITAL SPECIALITY PAPERS LTD.;ISOFT TECHNOLOGIES LIMITED;ISOFT TECHNOLOGIES Private Limited,
PRESTIGE MALL MANAGEMENT PRIVATE LIMITED,U74140KA2008PTC047968,CapitaLand Retail Prestige Mall Management Private Limited;CAPITALAND RETAIL PRESTIGE MALLMANAGEMENT PRIVATE LIMITED;CAPITARETAIL PRESTIGE MALL MANAGEMENT PRIVATE LIMI TED,
EMOTE FINANCE PRIVATE LIMITED,U70102RJ1995PTC072587,CAPLIN DEALCOMM PVT LTD,U70102WB1995PTC068581
BERKADIA SERVICES INDIA PRIVATE LIMITED,U74999TG2002FTC039318,CAPMARK OVERSEAS PROCESSING INDIA PRIVATE LIMITED,U74999AP2002FTC039318
PURNARTHA INVESTMENT ADVISERS PRIVATE LIMITED,U72200PN2011PTC138994,CapMetrics Investment Advisers Private Limited;CAPMETRICS INVESTMENT ADVISERS PRIVATELIMITED;CAPMETRICS TECHNOLOGY SOLUTIONS PRIVATE LIMITED;PURNARTHA INVESTMENT ADVISERS PRIVATELIMITED,
CAPREFINDIA PRIVATE LIMITED,U74900TN2015FTC103008,Caprefindia Private Limited,
CAPRI GLOBAL ADVISORY SERVICES PRIVATE LIMITED,U74110MH1996PTC097249,CAPRI GLOBAL ADVISORY SERVICES PRIVATELIMITED;MONEY MATTERS ADVISORY SERVICES LIMITED;MY IDEA ADVISORY SERVICES LIMITED;MY IDEA ADVISORY SERVICES PRIVATE LIMITED;POLYMECH ENGINEERING INDUSTRIES LIMITED,U27100MH1996PTC097249
CAPRI GLOBAL CAPITAL LIMITED,L65921MH1994PLC173469,Capri Global Capital Limited;DAIWA SECURITIES LTD.;DOVER SECURITIES LIMITED;MONEY MATTERS FINANCIAL SERVICES LIMITED,
CAPRI GLOBAL HOUSING FINANCE LIMITED,U65990MH2006PLC161153,Capri Global Housing Finance Private Limited;CAPRI GLOBAL HOUSING FINANCE PRIVATELIMITED;CAPRI GLOBAL SECURITIES PRIVATE LIMITED;MONEY MATTERS SECURITIES PRIVATE LIMITED,U65990MH2006PTC161153;U67120MH2006PTC161153
NETINCON LOGISTICS PRIVATE LIMITED,U62200WB2002PTC094283,CAPRI LOGISTICS PRIVATE LIMITED;NOVOLOG PORT SERVICES (INDIA) PRIVATE LIMITED,
CAPRICON REALTY PRIVATE LIMITED,U51100MH1996PTC100126,CAPRICON REALTY LIMITED;CAPRICON TRADING LIMITED,U51100MH1996PLC100126
FRONTIZO BUSINESS SERVICES PRIVATE LIMITED,U74900DL2012PTC233481,CAPRICORN BUSINESS AND TRADE SERVICES PRIVATE LIMI TED;CAPRICORN BUSINESS AND TRADE SERVICES PRIVATE LIMITED;CAPRICORN BUSINESS AND TRADE SERVICESPRIVATE LIMITED;FRONTIZO BUSINESS SERVICES PRIVATELIMITED,
CAPRICORN IDENTITY SERVICES PRIVATE LIMITED,U72200DL2015PTC281511,CAPRICORN IDENTITY SERVICES PRIVATELIMITED;SAFECERT INFOTECH PRIVATE LIMITED,
NEO CAPRICORN PLAZA PRIVATE LIMITED,U55102MH2004PTC187649,CAPRICORN PLAZA PRIVATE LIMITED,
COFORGE BUSINESS PROCESS SOLUTIONS PRIVATE LIMITED,U72200PN2001PTC204300,CAPRICORN SOFTWARE SERVICES PRIVATE LIMITED;COFORGE BUSINESS PROCESS SOLUTIONSPRIVATE LIMITED;SLK Global BPO Services Private Limited;SLK GLOBAL SOLUTIONS PRIVATE LIMITED;SLK IT ENABLED SERVICES PRIVATE LIMITED,U72200KA2001PTC029055
MAX VENTURES AND INDUSTRIES LIMITED,L85100PB2015PLC039204,Capricorn Ventures Limited,U85100PB2015PLC039204
ARKANCE IN PRIVATE LIMITED,U72200KA1995PTC018704,Capricot Technologies Private Limited;KRUTHI COMPUTER SERVICES PRIVATE LIMITED,
CAPRIHANS INDIA LIMITED,L29150MH1946PLC004877,CAPRIHANS (INDIA) LIMITED,L29150PN1946PLC232362
CAPRIHANS INDIA LIMITED,L29150MH1946PLC004877,CAPRIHANS (INDIA) LIMITED,
CAPS TALENT TECHNOLOGIES PRIVATE LIMITED,U72300TG2013PTC088118,CAPS Talent Technologies Private Limited,U72300AP2013PTC088118
ICE MT INDIA PRIVATE LIMITED,U72900DL1995PTC418611,CAPSILON SOFTWARE PRIVATE LIMITED;ELLIE MAE INDIA PRIVATE LIMITED;VULCAN EXPORTS PRIVATE LIMITED,U51900PN1995PTC129237;U72900PN1995PTC129237
CAPSTONE SECURITIES ANALYSIS PRIVATE LIMITED,U67120PN2004PTC139102,CAPSTONE SECURITIES ANALYSIS PRIVATELIMITED;VIPER SECURITIES ANALYSIS PRIVATE LIMITED,
HEALTHCAPS INDIA LIMITED,U74899PB1982PLC050929,CAPSUGEL INDIA LIMITED,L74899DL1982PLC014789;U74899DL1982PLC014789
CAPTAIN PIPES LIMITED,L25191GJ2010PLC059094,CAPTAIN PIPES Limited;CAPTAIN PIPES PRIVATE LIMITED,U25191GJ2010PLC059094;U25191GJ2010PTC059094
CAPTIVATE MARKETING&SERVICES PRIVATE LIMITED,U63022WB1984PTC038226,CAPTIVATE MARKETING&SERVICES LTD;CAPTIVATE MARKETING&SERVICES PRIVATELIMITED;CAPTIVATE MARKETINGSERVICES Private Limited,
CAPWISE FINANCIAL SERVICES PRIVATE LIMITED,U65990MH2020PTC347430,CAPWISE FINANCIAL SERVICES PRIVATELIMITED,
MEMG HOLDINGS PRIVATE LIMITED,U08030KA2003PTC032827,CARAKA ACADEMY FOR LIFELONG LEARNING PRIVATE LIMTED;CYPRESS HOLDINGS PRIVATE LIMITED,
DENTSU COMMUNICATIONS INDIA PRIVATE LIMITED,U74300MH1986PTC039002,CARAT INTEGRA PRIVATE LIMITED;DENTSU AEGIS NETWORK COMMUNICATIONS INDIA PRIVATE LIMITED;DENTSU AEGIS NETWORK COMMUNICATIONSINDIA PRIVATE LIMITED;DENTSU COMMUNICATIONS INDIA PRIVATELIMITED;PERCEPT COMMUNICATIONS PVT LTD;POSTERSCOPE OUTDOOR ADVERTISING PRIVATE LIMITED;POSTERSCOPE OUTDOOR ADVERTISING PRIVATELIMITED,
CARATLANE TRADING PRIVATE LIMITED,U52393TN2007PTC064830,Carat Lane Trading Private Limited,
WINMAN SOFTWARE PRIVATE LIMITED,U65910KA1991PTC012217,CARAVAN FINANCIAL SERVICES PVT LTD.,
CARAVEL LOGISTICS PRIVATE LIMITED,U63090TN1994PTC027880,Caravel Logistics Private Limited;CARAVEL SHIPPING SERVICES PRIVATE LIMITED,
CARBON CHECK (INDIA) PRIVATE LIMITED,U74930DL2012PTC232495,CARBON CHECK INDIA PRIVATE LIMITED,
CARBON FINANCE LIMITED,U51909WB1992PLC055850,CARBON ENTERPRISES LIMITED,
GRAPHITE INDIA LIMITED,L10101WB1974PLC094602,CARBON EVERFLOW LIMITED,
MERSEN INDIA PRIVATE LIMITED,U14294KA1995PTC016996,CARBONE LORRAINE INDIA PRIVATE LIMITED;ELCA CARBON LORRAINE PRIVATE LIMITED ISC;Mersen India Private Limited,
MRI SOFTWARE INDIA PRIVATE LIMITED,U72200KA2016FTC086251,CarbonNV InfoLogic India Private Limited;CASTLETON TECHNOLOGY INDIA PRIVATE LIMITED;CASTLETON TECHNOLOGY INDIA PRIVATELIMITED,
CARCLO TECHNICAL PLASTICS PRIVATE LIMITED,U31409KA2007PTC042481,Carclo Technical Plastics Private Limited;CARCLO TECHNICAL PLASTICS PRIVATELIMITED,
CARDAMOM LOGISTICS ASSETS (INDIA) PRIVATE LIMITED,U45200PN2011PTC140389,CARDAMOM LOGISTICS ASSETS (INDIA)PRIVATE LIMITED;KSH INFRA PRIVATE LIMITED,
CARDINAL DESIGN ENTERPRISES PRIVATE LIMITED,U74999DL2013PTC248550,CARDINAL DESIGN ENTERPRISES PRIVATELIMITED,
CARDINAL HEALTH INTERNATIONAL INDIA PRIVATE LIMITED,U72200KA2013FTC069975,CARDINAL HEALTH INTERNATIONAL INDIAPRIVATE LIMITED;mscripts Systems India Private Limited,
